Iteration , Total delay [hours] , Total congestion toll payments [monetary units] , Total travel time [hours], Total user benefits [monetary units]," System welfare (only considering congestion toll revenues, other revenues are neglected [monetary units]"
58,241889.24333333332,0.0,1112618.2647222222,115320774.71171704,115320774.71171704
59,174240.98583333334,0.0,1045550.8533333334,117436925.7171937,117436925.7171937
60,184897.7144444445,0.0,1055075.657777778,117646362.88244195,117646362.88244195
61,150754.42777777778,0.0,1021359.6927777778,117814539.8074738,117814539.8074738
62,215851.6058333333,0.0,1085787.4002777778,116866158.2007141,116866158.2007141
63,142247.72833333333,0.0,1012896.5702777776,118658349.82140748,118658349.82140748
64,201801.70388888888,0.0,1071447.8805555557,117402438.50921646,117402438.50921646
65,153675.29277777777,0.0,1023835.0075,118546725.45531896,118546725.45531896
66,188785.63305555555,0.0,1058151.0422222223,117873728.3292624,117873728.3292624
67,172917.6511111111,0.0,1042753.5683333334,118230234.1355967,118230234.1355967
68,166107.855,0.0,1035650.8591666666,118459707.86260544,118459707.86260544
69,153473.27833333332,0.0,1022914.2505555556,119095809.66987096,119095809.66987096
70,159035.54083333333,0.0,1027829.0627777778,119009138.77657284,119009138.77657284
71,211074.98777777777,0.0,1080104.83,117622335.77960543,117622335.77960543
72,189969.52444444445,0.0,1059844.3175,117259687.8428281,117259687.8428281
73,1514668.085277778,0.0,2364928.988888889,60947779.77386352,60947779.77386352
74,452480.94138888887,0.0,1325563.1544444445,108843574.99807404,108843574.99807404
75,1156696.6308333334,0.0,2027866.383055556,82782774.71289165,82782774.71289165
76,225780.12972222225,0.0,1098807.2033333334,116349034.28606446,116349034.28606446
77,193255.6230555556,0.0,1063635.3502777778,117964557.47906844,117964557.47906844
78,188274.0911111111,0.0,1058750.0916666666,118426228.8008405,118426228.8008405
79,208438.03861111111,0.0,1078502.2908333333,117889834.23179692,117889834.23179692
80,224339.5305555556,0.0,1094629.691666667,117605982.7270635,117605982.7270635
81,249055.86027777777,0.0,1119535.7025,116576569.70527056,116576569.70527056
82,247765.27527777775,0.0,1118364.8016666668,116975808.4786736,116975808.4786736
83,179621.44611111112,0.0,1050390.89,119067523.9313065,119067523.9313065
84,213022.14833333332,0.0,1083044.6091666666,118446817.08666456,118446817.08666456
85,1297269.4297222225,0.0,2159241.521388889,73566066.54923047,73566066.54923047
86,452027.1363888889,0.0,1325151.9741666666,109038589.8368738,109038589.8368738
87,216573.83638888889,0.0,1087429.424722222,117838442.32543224,117838442.32543224
88,129343.65944444443,0.0,999667.0577777778,120619135.04287311,120619135.04287311
89,126166.65027777778,0.0,995907.2716666666,120978480.51169208,120978480.51169208
90,228712.43972222225,0.0,1097927.6472222223,117605723.3785343,117605723.3785343
91,81174.73222222223,0.0,951437.0783333334,123082416.35517833,123082416.35517833
92,93839.16527777778,0.0,963965.1186111112,122862563.937493,122862563.937493
93,81378.66777777778,0.0,951545.8530555556,123170732.71860623,123170732.71860623
94,78086.55666666667,0.0,948219.6477777776,123252729.87985048,123252729.87985048
95,80328.18916666666,0.0,950441.4022222222,123222471.14818864,123222471.14818864
96,76429.4836111111,0.0,946529.4458333332,123292697.74080954,123292697.74080954
97,83840.59166666666,0.0,953946.4169444444,123171278.79500142,123171278.79500142
98,84627.84444444445,0.0,954733.1486111112,123155515.3733714,123155515.3733714
99,78496.55277777778,0.0,948598.9655555557,123272618.6715898,123272618.6715898
100,81360.09444444445,0.0,951452.4322222222,123223765.0325929,123223765.0325929
