Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
58,490987.9194,1362484.804,1.04E+08,1.04E+08
59,259683.0839,1132584.299,1.15E+08,1.15E+08
60,237319.9239,1108972.045,1.14E+08,1.14E+08
61,149130.2253,1021106.139,1.19E+08,1.19E+08
62,202564.0114,1073420.397,1.15E+08,1.15E+08
63,139112.6189,1010410.354,1.19E+08,1.19E+08
64,135777.4544,1006105.225,1.20E+08,1.20E+08
65,311633.3703,1181944.813,1.13E+08,1.13E+08
66,808695.5172,1680583.706,9.81E+07,9.81E+07
67,222714.4528,1094965.008,1.16E+08,1.16E+08
68,264429.675,1135833.583,1.15E+08,1.15E+08
69,158928.4231,1030112.151,1.19E+08,1.19E+08
70,166635.1683,1037618.161,1.19E+08,1.19E+08
71,144857.2994,1015279.091,1.19E+08,1.19E+08
72,358062.3211,1228351.158,1.09E+08,1.09E+08
73,493183.0536,1365168.07,1.07E+08,1.07E+08
74,382185.8922,1254371.563,1.11E+08,1.11E+08
75,230330.1478,1102575.772,1.16E+08,1.16E+08
76,209984.6981,1081317.561,1.18E+08,1.18E+08
77,192735.5711,1064059.865,1.18E+08,1.18E+08
78,165685.1522,1036088.961,1.19E+08,1.19E+08
79,248824.5967,1119273.785,1.18E+08,1.18E+08
80,795029.7725,1666331.786,9.67E+07,9.67E+07
81,234692.8925,1107335.244,1.16E+08,1.16E+08
82,159863.2136,1030527.258,1.19E+08,1.19E+08
83,193041.0439,1063247.701,1.19E+08,1.19E+08
84,152911.9664,1023502.13,1.20E+08,1.20E+08
85,146121.4586,1016015.432,1.21E+08,1.21E+08
86,76338.75417,946970.03,1.23E+08,1.23E+08
87,71074.365,941581.4267,1.23E+08,1.23E+08
88,69931.83,940398.0719,1.24E+08,1.24E+08
89,68450.61972,938903.2381,1.24E+08,1.24E+08
90,68571.45167,939005.9986,1.24E+08,1.24E+08
91,68247.79083,938666.1797,1.24E+08,1.24E+08
92,67976.69611,938385.5575,1.24E+08,1.24E+08
93,68275.27472,938687.0542,1.24E+08,1.24E+08
94,68051.10139,938455.3536,1.24E+08,1.24E+08
95,67605.43083,938009.3606,1.24E+08,1.24E+08
96,67380.17639,937773.7978,1.24E+08,1.24E+08
97,67173.82917,937569.5386,1.24E+08,1.24E+08
98,67339.09306,937733.0433,1.24E+08,1.24E+08
99,93933.15028,964336.5169,1.23E+08,1.23E+08
100,75600.18,946196.5144,1.23E+08,1.23E+08
